ID	Name	Length
ENSG00000007392_LUC7L	ENSG00000007392_LUC7L	2737
ENSG00000007402_CACNA2D2	ENSG00000007402_CACNA2D2	5500
ENSG00000007516_BAIAP3	ENSG00000007516_BAIAP3	4678
ENSG00000007520_TSR3	ENSG00000007520_TSR3	1243
ENSG00000007541_PIGQ	ENSG00000007541_PIGQ	3006
ENSG00000007545_CRAMP1L	ENSG00000007545_CRAMP1L	7772
ENSG00000007866_TEAD3	ENSG00000007866_TEAD3	2983
ENSG00000007908_SELE	ENSG00000007908_SELE	3857
ENSG00000007923_DNAJC11	ENSG00000007923_DNAJC11	3311
ENSG00000007933_FMO3	ENSG00000007933_FMO3	2087
ENSG00000007944_MYLIP	ENSG00000007944_MYLIP	2796
ENSG00000007952_NOX1	ENSG00000007952_NOX1	2529
ENSG00000007968_E2F2	ENSG00000007968_E2F2	5191
ENSG00000008018_PSMB1	ENSG00000008018_PSMB1	928
ENSG00000008056_SYN1	ENSG00000008056_SYN1	3203
ENSG00000008083_JARID2	ENSG00000008083_JARID2	5755
ENSG00000008086_CDKL5	ENSG00000008086_CDKL5	3459
ENSG00000008118_CAMK1G	ENSG00000008118_CAMK1G	2612
ENSG00000008128_CDK11A	ENSG00000008128_CDK11A	2653
ENSG00000008130_NADK	ENSG00000008130_NADK	3663
ENSG00000008196_TFAP2B	ENSG00000008196_TFAP2B	5797
ENSG00000008197_TFAP2D	ENSG00000008197_TFAP2D	1711
ENSG00000008226_DLEC1	ENSG00000008226_DLEC1	6426
ENSG00000008256_CYTH3	ENSG00000008256_CYTH3	4505
ENSG00000008277_ADAM22	ENSG00000008277_ADAM22	9334
ENSG00000008282_SYPL1	ENSG00000008282_SYPL1	2151
ENSG00000008283_CYB561	ENSG00000008283_CYB561	3200
ENSG00000008294_SPAG9	ENSG00000008294_SPAG9	8273
ENSG00000008300_CELSR3	ENSG00000008300_CELSR3	11971
ENSG00000008311_AASS	ENSG00000008311_AASS	3233
ENSG00000008323_PLEKHG6	ENSG00000008323_PLEKHG6	3111
ENSG00000008324_SS18L2	ENSG00000008324_SS18L2	1047
ENSG00000008382_MPND	ENSG00000008382_MPND	1611
ENSG00000008394_MGST1	ENSG00000008394_MGST1	1331
ENSG00000008405_CRY1	ENSG00000008405_CRY1	3267
ENSG00000008438_PGLYRP1	ENSG00000008438_PGLYRP1	720
ENSG00000008441_NFIX	ENSG00000008441_NFIX	5530
ENSG00000008513_ST3GAL1	ENSG00000008513_ST3GAL1	6967
ENSG00000008516_MMP25	ENSG00000008516_MMP25	3554
ENSG00000008517_IL32	ENSG00000008517_IL32	1272
ENSG00000008710_PKD1	ENSG00000008710_PKD1	14138
ENSG00000008735_MAPK8IP2	ENSG00000008735_MAPK8IP2	5595
ENSG00000008838_MED24	ENSG00000008838_MED24	3896
ENSG00000008853_RHOBTB2	ENSG00000008853_RHOBTB2	5451
ENSG00000008869_HEATR5B	ENSG00000008869_HEATR5B	6905
ENSG00000008952_SEC62	ENSG00000008952_SEC62	6568
ENSG00000008988_RPS20	ENSG00000008988_RPS20	1826
ENSG00000009307_CSDE1	ENSG00000009307_CSDE1	4167
ENSG00000009335_UBE3C	ENSG00000009335_UBE3C	5229
ENSG00000009413_REV3L	ENSG00000009413_REV3L	10964
ENSG00000009694_TENM1	ENSG00000009694_TENM1	12891
ENSG00000009709_PAX7	ENSG00000009709_PAX7	5538
ENSG00000009724_MASP2	ENSG00000009724_MASP2	2439
ENSG00000009765_IYD	ENSG00000009765_IYD	8742
ENSG00000009780_FAM76A	ENSG00000009780_FAM76A	3567
ENSG00000009790_TRAF3IP3	ENSG00000009790_TRAF3IP3	2331
ENSG00000009830_POMT2	ENSG00000009830_POMT2	4876
ENSG00000009844_VTA1	ENSG00000009844_VTA1	7028
ENSG00000009950_MLXIPL	ENSG00000009950_MLXIPL	3278
ENSG00000009954_BAZ1B	ENSG00000009954_BAZ1B	6102
ENSG00000010017_RANBP9	ENSG00000010017_RANBP9	3113
ENSG00000010030_ETV7	ENSG00000010030_ETV7	2157
ENSG00000010072_SPRTN	ENSG00000010072_SPRTN	3559
ENSG00000010165_METTL13	ENSG00000010165_METTL13	3327
ENSG00000010219_DYRK4	ENSG00000010219_DYRK4	2021
ENSG00000010244_ZNF207	ENSG00000010244_ZNF207	13781
ENSG00000010256_UQCRC1	ENSG00000010256_UQCRC1	1985
ENSG00000010270_STARD3NL	ENSG00000010270_STARD3NL	1728
ENSG00000010278_CD9	ENSG00000010278_CD9	1554
ENSG00000010282_HHATL	ENSG00000010282_HHATL	1865
ENSG00000010292_NCAPD2	ENSG00000010292_NCAPD2	5548
ENSG00000010295_IFFO1	ENSG00000010295_IFFO1	3101
ENSG00000010310_GIPR	ENSG00000010310_GIPR	3289
ENSG00000010318_PHF7	ENSG00000010318_PHF7	2130
ENSG00000010319_SEMA3G	ENSG00000010319_SEMA3G	4899
ENSG00000010322_NISCH	ENSG00000010322_NISCH	5238
ENSG00000010327_STAB1	ENSG00000010327_STAB1	7928
ENSG00000010361_FUZ	ENSG00000010361_FUZ	1675
ENSG00000010379_SLC6A13	ENSG00000010379_SLC6A13	2185
ENSG00000010404_IDS	ENSG00000010404_IDS	7619
ENSG00000010438_PRSS3	ENSG00000010438_PRSS3	966
ENSG00000010539_ZNF200	ENSG00000010539_ZNF200	3348
ENSG00000010610_CD4	ENSG00000010610_CD4	3114
ENSG00000010626_LRRC23	ENSG00000010626_LRRC23	1629
ENSG00000010671_BTK	ENSG00000010671_BTK	2579
ENSG00000010704_HFE	ENSG00000010704_HFE	5286
ENSG00000010803_SCMH1	ENSG00000010803_SCMH1	3346
ENSG00000010810_FYN	ENSG00000010810_FYN	3628
ENSG00000010818_HIVEP2	ENSG00000010818_HIVEP2	9723
ENSG00000010932_FMO1	ENSG00000010932_FMO1	2160
ENSG00000011007_TCEB3	ENSG00000011007_TCEB3	5154
ENSG00000011009_LYPLA2	ENSG00000011009_LYPLA2	1810
ENSG00000011021_CLCN6	ENSG00000011021_CLCN6	5583
ENSG00000011028_MRC2	ENSG00000011028_MRC2	5988
ENSG00000011052_NME2	ENSG00000011052_NME2	1021
ENSG00000011083_SLC6A7	ENSG00000011083_SLC6A7	3739
ENSG00000011105_TSPAN9	ENSG00000011105_TSPAN9	4323
ENSG00000011114_BTBD7	ENSG00000011114_BTBD7	8430
ENSG00000011132_APBA3	ENSG00000011132_APBA3	2075
ENSG00000011143_MKS1	ENSG00000011143_MKS1	2392
ENSG00000011198_ABHD5	ENSG00000011198_ABHD5	1690
ENSG00000011201_KAL1	ENSG00000011201_KAL1	6314
ENSG00000011243_AKAP8L	ENSG00000011243_AKAP8L	2251
ENSG00000011258_MBTD1	ENSG00000011258_MBTD1	5382
ENSG00000011260_UTP18	ENSG00000011260_UTP18	1894
ENSG00000011275_RNF216	ENSG00000011275_RNF216	5639
ENSG00000011295_TTC19	ENSG00000011295_TTC19	3002
ENSG00000011304_PTBP1	ENSG00000011304_PTBP1	3591
ENSG00000011332_DPF1	ENSG00000011332_DPF1	2341
ENSG00000011347_SYT7	ENSG00000011347_SYT7	4854
ENSG00000011376_LARS2	ENSG00000011376_LARS2	4744
ENSG00000011405_PIK3C2A	ENSG00000011405_PIK3C2A	8227
ENSG00000011422_PLAUR	ENSG00000011422_PLAUR	1610
ENSG00000011426_ANLN	ENSG00000011426_ANLN	4787
ENSG00000011451_WIZ	ENSG00000011451_WIZ	6738
ENSG00000011454_RABGAP1	ENSG00000011454_RABGAP1	4997
ENSG00000011465_DCN	ENSG00000011465_DCN	2924
ENSG00000011478_QPCTL	ENSG00000011478_QPCTL	2310
ENSG00000011485_PPP5C	ENSG00000011485_PPP5C	2109
ENSG00000011523_CEP68	ENSG00000011523_CEP68	5847
ENSG00000011566_MAP4K3	ENSG00000011566_MAP4K3	4362
ENSG00000011590_ZBTB32	ENSG00000011590_ZBTB32	2068
ENSG00000011600_TYROBP	ENSG00000011600_TYROBP	620
ENSG00000011638_TMEM159	ENSG00000011638_TMEM159	2014
ENSG00000011677_GABRA3	ENSG00000011677_GABRA3	3712
ENSG00000012048_BRCA1	ENSG00000012048_BRCA1	7114
ENSG00000012061_ERCC1	ENSG00000012061_ERCC1	3828
ENSG00000012124_CD22	ENSG00000012124_CD22	3268
ENSG00000012174_MBTPS2	ENSG00000012174_MBTPS2	4457
ENSG00000012211_PRICKLE3	ENSG00000012211_PRICKLE3	2814
ENSG00000012223_LTF	ENSG00000012223_LTF	2979
ENSG00000012232_EXTL3	ENSG00000012232_EXTL3	6483
ENSG00000012504_NR1H4	ENSG00000012504_NR1H4	2884
ENSG00000012660_ELOVL5	ENSG00000012660_ELOVL5	3070
ENSG00000012779_ALOX5	ENSG00000012779_ALOX5	2504
ENSG00000012817_KDM5D	ENSG00000012817_KDM5D	5579
ENSG00000012822_CALCOCO1	ENSG00000012822_CALCOCO1	3888
ENSG00000012963_UBR7	ENSG00000012963_UBR7	3694
ENSG00000012983_MAP4K5	ENSG00000012983_MAP4K5	4354
ENSG00000013016_EHD3	ENSG00000013016_EHD3	4636
ENSG00000013275_PSMC4	ENSG00000013275_PSMC4	1591
ENSG00000013288_MAN2B2	ENSG00000013288_MAN2B2	7719
ENSG00000013293_SLC7A14	ENSG00000013293_SLC7A14	10103
ENSG00000013297_CLDN11	ENSG00000013297_CLDN11	2169
ENSG00000013306_SLC25A39	ENSG00000013306_SLC25A39	1607
ENSG00000013364_MVP	ENSG00000013364_MVP	2865
ENSG00000013374_NUB1	ENSG00000013374_NUB1	3210
ENSG00000013375_PGM3	ENSG00000013375_PGM3	6107
ENSG00000013392_RWDD2A	ENSG00000013392_RWDD2A	3744
ENSG00000013441_CLK1	ENSG00000013441_CLK1	2026
ENSG00000013503_POLR3B	ENSG00000013503_POLR3B	4273
ENSG00000013523_ANGEL1	ENSG00000013523_ANGEL1	4109
ENSG00000013561_RNF14	ENSG00000013561_RNF14	4235
ENSG00000013563_DNASE1L1	ENSG00000013563_DNASE1L1	3008
ENSG00000013573_DDX11	ENSG00000013573_DDX11	4182
ENSG00000013583_HEBP1	ENSG00000013583_HEBP1	2056
ENSG00000013588_GPRC5A	ENSG00000013588_GPRC5A	7362
ENSG00000013619_MAMLD1	ENSG00000013619_MAMLD1	4854
ENSG00000013725_CD6	ENSG00000013725_CD6	3252
ENSG00000013810_TACC3	ENSG00000013810_TACC3	2781
ENSG00000014123_UFL1	ENSG00000014123_UFL1	4224
ENSG00000014138_POLA2	ENSG00000014138_POLA2	3744
ENSG00000014164_ZC3H3	ENSG00000014164_ZC3H3	3280
ENSG00000014216_CAPN1	ENSG00000014216_CAPN1	3086
ENSG00000014257_ACPP	ENSG00000014257_ACPP	3125
ENSG00000014641_MDH1	ENSG00000014641_MDH1	1650
ENSG00000014824_SLC30A9	ENSG00000014824_SLC30A9	6218
ENSG00000014914_MTMR11	ENSG00000014914_MTMR11	2856
ENSG00000014919_COX15	ENSG00000014919_COX15	2788
ENSG00000015133_CCDC88C	ENSG00000015133_CCDC88C	7474
ENSG00000015153_YAF2	ENSG00000015153_YAF2	5095
ENSG00000015171_ZMYND11	ENSG00000015171_ZMYND11	4393
ENSG00000015285_WAS	ENSG00000015285_WAS	1849
ENSG00000015413_DPEP1	ENSG00000015413_DPEP1	1734
ENSG00000015475_BID	ENSG00000015475_BID	2493
ENSG00000015479_MATR3	ENSG00000015479_MATR3	5513
ENSG00000015520_NPC1L1	ENSG00000015520_NPC1L1	5048
ENSG00000015532_XYLT2	ENSG00000015532_XYLT2	3507
ENSG00000015568_RGPD5	ENSG00000015568_RGPD5	7253
ENSG00000015592_STMN4	ENSG00000015592_STMN4	2288
ENSG00000015676_NUDCD3	ENSG00000015676_NUDCD3	8256
ENSG00000016082_ISL1	ENSG00000016082_ISL1	2755
ENSG00000016391_CHDH	ENSG00000016391_CHDH	7665
ENSG00000016402_IL20RA	ENSG00000016402_IL20RA	3503
ENSG00000016490_CLCA1	ENSG00000016490_CLCA1	3310
ENSG00000016602_CLCA4	ENSG00000016602_CLCA4	3211
ENSG00000016864_GLT8D1	ENSG00000016864_GLT8D1	2320
ENSG00000017260_ATP2C1	ENSG00000017260_ATP2C1	5067
ENSG00000017373_SRCIN1	ENSG00000017373_SRCIN1	7058
ENSG00000017427_IGF1	ENSG00000017427_IGF1	7370
ENSG00000017483_SLC38A5	ENSG00000017483_SLC38A5	2662
ENSG00000017621_MAGIX	ENSG00000017621_MAGIX	2991
ENSG00000017797_RALBP1	ENSG00000017797_RALBP1	4368
ENSG00000018189_RUFY3	ENSG00000018189_RUFY3	4233
ENSG00000018236_CNTN1	ENSG00000018236_CNTN1	5557
ENSG00000018280_SLC11A1	ENSG00000018280_SLC11A1	3852
ENSG00000018408_WWTR1	ENSG00000018408_WWTR1	5030
ENSG00000018510_AGPS	ENSG00000018510_AGPS	7764
ENSG00000018610_CXorf56	ENSG00000018610_CXorf56	2372
ENSG00000018625_ATP1A2	ENSG00000018625_ATP1A2	5421
ENSG00000018699_TTC27	ENSG00000018699_TTC27	2876
ENSG00000018869_ZNF582	ENSG00000018869_ZNF582	2824
ENSG00000019102_VSIG2	ENSG00000019102_VSIG2	1191
ENSG00000019144_PHLDB1	ENSG00000019144_PHLDB1	5945
ENSG00000019169_MARCO	ENSG00000019169_MARCO	1843
ENSG00000019186_CYP24A1	ENSG00000019186_CYP24A1	3262
ENSG00000019485_PRDM11	ENSG00000019485_PRDM11	3111
ENSG00000019505_SYT13	ENSG00000019505_SYT13	5144
ENSG00000019549_SNAI2	ENSG00000019549_SNAI2	2204
ENSG00000019582_CD74	ENSG00000019582_CD74	1727
ENSG00000019991_HGF	ENSG00000019991_HGF	5989
ENSG00000019995_ZRANB1	ENSG00000019995_ZRANB1	5695
ENSG00000020129_NCDN	ENSG00000020129_NCDN	3683
ENSG00000020181_GPR124	ENSG00000020181_GPR124	6270
ENSG00000020256_ZFP64	ENSG00000020256_ZFP64	3264
ENSG00000020426_MNAT1	ENSG00000020426_MNAT1	2635
ENSG00000020577_SAMD4A	ENSG00000020577_SAMD4A	6565
ENSG00000020633_RUNX3	ENSG00000020633_RUNX3	4340
ENSG00000020922_MRE11A	ENSG00000020922_MRE11A	2746
ENSG00000021300_PLEKHB1	ENSG00000021300_PLEKHB1	2380
ENSG00000021355_SERPINB1	ENSG00000021355_SERPINB1	2619
ENSG00000021461_CYP3A43	ENSG00000021461_CYP3A43	1709
ENSG00000021488_SLC7A9	ENSG00000021488_SLC7A9	1998
ENSG00000021574_SPAST	ENSG00000021574_SPAST	5117
ENSG00000021645_NRXN3	ENSG00000021645_NRXN3	6446
ENSG00000021762_OSBPL5	ENSG00000021762_OSBPL5	3889
ENSG00000021776_AQR	ENSG00000021776_AQR	5945
ENSG00000021826_CPS1	ENSG00000021826_CPS1	5821
ENSG00000021852_C8B	ENSG00000021852_C8B	2379
ENSG00000022267_FHL1	ENSG00000022267_FHL1	2888
ENSG00000022277_RTFDC1	ENSG00000022277_RTFDC1	1650
ENSG00000022355_GABRA1	ENSG00000022355_GABRA1	4273
ENSG00000022556_NLRP2	ENSG00000022556_NLRP2	3576
ENSG00000022567_SLC45A4	ENSG00000022567_SLC45A4	7483
ENSG00000022840_RNF10	ENSG00000022840_RNF10	3825
ENSG00000022976_ZNF839	ENSG00000022976_ZNF839	3325
ENSG00000023041_ZDHHC6	ENSG00000023041_ZDHHC6	2170
ENSG00000023171_GRAMD1B	ENSG00000023171_GRAMD1B	7723
ENSG00000023191_RNH1	ENSG00000023191_RNH1	2973
ENSG00000023228_NDUFS1	ENSG00000023228_NDUFS1	11819
ENSG00000023287_RB1CC1	ENSG00000023287_RB1CC1	6635
ENSG00000023318_ERP44	ENSG00000023318_ERP44	4854
